1.480,3.0041
1.485,2.9733
1.490,2.9425
1.495,2.9117
1.500,2.8809
1.505,2.8501
1.510,2.8193
1.515,2.7987
1.520,2.7679
1.525,2.7371
1.530,2.7165
1.535,2.6755
1.540,2.6447
1.545,2.6138
1.550,2.5830
1.555,2.5625
1.560,2.5317
1.565,2.5009
1.570,2.4803
1.575,2.4392
1.580,2.4084
1.585,2.3776
1.590,2.3468
1.595,2.3160
1.600,2.2955
1.605,2.2647
1.610,2.2338
1.615,2.2030
1.620,2.1722
1.625,2.1414
1.630,2.1106
1.635,2.0798
1.640,2.0490
1.645,2.0284
1.650,1.9976
1.655,1.9668
1.660,1.9360
1.665,1.9052
1.670,1.8847
1.675,1.8538
1.680,1.8333
1.685,1.8128
1.690,1.7922
1.695,1.7614
1.700,1.7306
1.705,1.7101
1.710,1.6792
1.715,1.6587
1.720,1.6382
1.725,1.6074
1.730,1.5868
1.735,1.5560
1.740,1.5355
1.745,1.5047
1.750,1.4841
1.755,1.4636
1.760,1.4430
1.765,1.4225
1.770,1.4019
1.775,1.3814
1.780,1.3609
1.785,1.3301
1.790,1.3095
1.795,1.2890
1.800,1.2684
1.805,1.2479
1.810,1.2274
1.815,1.2068
1.820,1.1863
1.825,1.1657
1.830,1.1452
1.835,1.1349
1.840,1.1144
1.845,1.0938
1.850,1.0733
1.855,1.0528
1.860,1.0322
1.865,1.0117
1.870,1.0014
1.875,0.9809
1.880,0.9706
1.885,0.9603
1.890,0.9398
1.895,0.9295
1.900,0.9192
1.905,0.8987
1.910,0.8884
1.915,0.8782
1.920,0.8679
1.925,0.8576
1.930,0.8474
1.935,0.8371
1.940,0.8165
1.945,0.8063
1.950,0.7960
1.955,0.7857
1.960,0.7857
1.965,0.7755
1.970,0.7652
1.975,0.7652
1.980,0.7446
1.985,0.7344
1.990,0.7241
1.995,0.7138
2.000,0.7138
2.005,0.7036
2.010,0.7036
2.015,0.6933
2.020,0.6830
2.025,0.6728
2.030,0.6728
2.035,0.6728
2.040,0.6625
2.045,0.6625
2.050,0.6625
2.055,0.6625
2.060,0.6522
2.065,0.6419
2.070,0.6419
2.075,0.6317
2.080,0.6317
2.085,0.6317
2.090,0.6317
2.095,0.6214
2.100,0.6214
2.105,0.6214
2.110,0.6214
2.115,0.6214
2.120,0.6214
2.125,0.6214
2.130,0.6214
2.135,0.6214
2.140,0.6214
2.145,0.6214
2.150,0.6214
2.155,0.6214
2.160,0.6214
2.165,0.6214
2.170,0.6317
2.175,0.6317
2.180,0.6317
2.185,0.6317
2.190,0.6419
2.195,0.6522
2.200,0.6522
2.205,0.6625
2.210,0.6625
2.215,0.6625
2.220,0.6625
2.225,0.6625
2.230,0.6625
2.235,0.6625
2.240,0.6728
2.245,0.6728
2.250,0.6830
2.255,0.6933
2.260,0.6933
2.265,0.6933
2.270,0.6933
2.275,0.7036
2.280,0.7036
2.285,0.7138
2.290,0.7138
2.295,0.7241
2.300,0.7241
2.305,0.7241
2.310,0.7344
2.315,0.7344
2.320,0.7446
2.325,0.7446
2.330,0.7549
2.335,0.7549
2.340,0.7652
2.345,0.7652
2.350,0.7652
2.355,0.7652
2.360,0.7755
2.365,0.7755
2.370,0.7857
2.375,0.7857
2.380,0.7960
2.385,0.7960
2.390,0.8063
2.395,0.8063
2.400,0.8063
2.405,0.8165
2.410,0.8165
2.415,0.8165
2.420,0.8165
2.425,0.8165
2.430,0.8165
2.435,0.8268
2.440,0.8268
2.445,0.8371
2.450,0.8474
2.455,0.8474
2.460,0.8474
2.465,0.8474
2.470,0.8474
2.475,0.8474
2.480,0.8576
2.485,0.8576
2.490,0.8576
2.495,0.8576
2.500,0.8576
2.505,0.8474
2.510,0.8474
2.515,0.8474
2.520,0.8474
2.525,0.8474
2.530,0.8474
2.535,0.8474
2.540,0.8474
2.545,0.8371
2.550,0.8268
2.555,0.8268
2.560,0.8268
2.565,0.8165
2.570,0.8165
2.575,0.8165
2.580,0.8165
2.585,0.8063
2.590,0.7960
2.595,0.7960
2.600,0.7857
2.605,0.7857
2.610,0.7755
2.615,0.7652
2.620,0.7652
2.625,0.7549
2.630,0.7344
2.635,0.7241
2.640,0.7138
2.645,0.7036
2.650,0.6933
2.655,0.6830
2.660,0.6728
2.665,0.6625
2.670,0.6522
2.675,0.6522
2.680,0.6419
2.685,0.6317
2.690,0.6214
2.695,0.6111
2.700,0.6009
2.705,0.5803
2.710,0.5598
2.715,0.5392
2.720,0.5187
2.725,0.5084
2.730,0.4879
2.735,0.4776
2.740,0.4571
2.745,0.4468
2.750,0.4263
2.755,0.4057
2.760,0.3852
2.765,0.3646
2.770,0.3544
2.775,0.3338
2.780,0.3133
2.785,0.2928
2.790,0.2722
2.795,0.2414
2.800,0.2209
2.805,0.2003
2.810,0.1798
2.815,0.1490
2.820,0.1284
2.825,0.0976
2.830,0.0668
2.835,0.0463
2.840,0.0155
2.845,-0.0051
2.850,-0.0256
2.855,-0.0564
2.860,-0.0770
2.865,-0.1078
2.870,-0.1386
2.875,-0.1591
2.880,-0.1900
2.885,-0.2208
2.890,-0.2413
2.895,-0.2721
2.900,-0.3029
2.905,-0.3440
2.910,-0.3748
2.915,-0.4056
2.920,-0.4364
2.925,-0.4672
2.930,-0.4981
2.935,-0.5289
2.940,-0.5597
2.945,-0.5905
2.950,-0.6316
2.955,-0.6624
2.960,-0.7035
2.965,-0.7343
2.970,-0.7754
2.975,-0.8062
2.980,-0.8473
2.985,-0.8883
2.990,-0.9294
2.995,-0.9705
3.000,-1.0013
3.005,-1.0424
3.010,-1.0835
3.015,-1.1143
3.020,-1.1554
3.025,-1.1964
3.030,-1.2273
3.035,-1.2683
3.040,-1.3094
3.045,-1.3505
3.050,-1.3813
3.055,-1.4224
3.060,-1.4532
3.065,-1.4943
3.070,-1.5354
3.075,-1.5867
3.080,-1.6175
3.085,-1.6586
3.090,-1.7100
3.095,-1.7510
3.100,-1.7921
3.105,-1.8332
3.110,-1.8743
3.115,-1.9154
3.120,-1.9564
3.125,-1.9975
3.130,-2.0386
3.135,-2.0900
3.140,-2.1310
3.145,-2.1721
3.150,-2.2132
3.155,-2.2543
3.160,-2.2954
3.165,-2.3364
3.170,-2.3878
3.175,-2.4289
3.180,-2.4700
3.185,-2.5110
3.190,-2.5521
3.195,-2.6035
3.200,-2.6343
3.205,-2.6754
3.210,-2.7164
3.215,-2.7678
3.220,-2.8089
3.225,-2.8500
3.230,-2.8910
3.235,-2.9424
3.240,-2.9835
3.245,-3.0246
3.250,-3.0759
3.255,-3.1170
3.260,-3.1581
3.265,-3.2094
3.270,-3.2505
3.275,-3.2916
3.280,-3.3327
3.285,-3.3737
3.290,-3.4046
3.295,-3.4456
3.300,-3.4867
3.305,-3.5175
3.310,-3.5586
3.315,-3.5997
3.320,-3.6408
3.325,-3.6819
3.330,-3.7332
3.335,-3.7743
3.340,-3.8154
3.345,-3.8565
3.350,-3.8975
3.355,-3.9386
3.360,-3.9797
3.365,-4.0105
3.370,-4.0413
3.375,-4.0721
3.380,-4.1029
3.385,-4.1440
3.390,-4.1748
3.395,-4.2159
3.400,-4.2467
3.405,-4.2878
3.410,-4.3186
3.415,-4.3597
3.420,-4.3905
3.425,-4.4213
3.430,-4.4624
3.435,-4.4932
3.440,-4.5240
3.445,-4.5446
3.450,-4.5754
3.455,-4.6062
3.460,-4.6370
3.465,-4.6678
3.470,-4.6986
3.475,-4.7294
3.480,-4.7602
3.485,-4.7808
3.490,-4.8116
3.495,-4.8424
3.500,-4.8629
3.505,-4.8938
3.510,-4.9143
3.515,-4.9451
3.520,-4.9656
3.525,-4.9862
3.530,-5.0067
3.535,-5.0273
3.540,-5.0478
3.545,-5.0684
3.550,-5.0889
3.555,-5.1094
3.560,-5.1300
3.565,-5.1402
3.570,-5.1608
3.575,-5.1711
3.580,-5.1916
3.585,-5.2019
3.590,-5.2121
3.595,-5.2327
3.600,-5.2429
3.605,-5.2532
3.610,-5.2635
3.615,-5.2840
3.620,-5.2943
3.625,-5.3046
3.630,-5.3148
3.635,-5.3251
3.640,-5.3354
3.645,-5.3354
3.650,-5.3456
3.655,-5.3559
3.660,-5.3559
3.665,-5.3662
3.670,-5.3662
3.675,-5.3765
3.680,-5.3765
3.685,-5.3765
3.690,-5.3765
3.695,-5.3765
3.700,-5.3765
3.705,-5.3765
3.710,-5.3765
3.715,-5.3765
3.720,-5.3765
3.725,-5.3765
3.730,-5.3662
3.735,-5.3559
3.740,-5.3456
3.745,-5.3354
3.750,-5.3251
3.755,-5.3148
3.760,-5.3046
3.765,-5.2840
3.770,-5.2738
3.775,-5.2532
3.780,-5.2429
3.785,-5.2327
3.790,-5.2224
3.795,-5.2019
3.800,-5.1916
3.805,-5.1813
3.810,-5.1608
3.815,-5.1505
3.820,-5.1300
3.825,-5.0992
3.830,-5.0786
3.835,-5.0581
3.840,-5.0375
3.845,-5.0170
3.850,-4.9965
3.855,-4.9656
3.860,-4.9451
3.865,-4.9143
3.870,-4.8938
3.875,-4.8629
3.880,-4.8424
3.885,-4.8116
3.890,-4.7808
3.895,-4.7500
3.900,-4.7294
3.905,-4.6986
3.910,-4.6575
3.915,-4.6267
3.920,-4.5959
3.925,-4.5548
3.930,-4.5240
3.935,-4.4829
3.940,-4.4419
3.945,-4.4008
3.950,-4.3700
3.955,-4.3289
3.960,-4.2878
3.965,-4.2570
3.970,-4.2159
3.975,-4.1748
3.980,-4.1338
3.985,-4.0927
3.990,-4.0516
3.995,-4.0105
4.000,-3.9694
4.005,-3.9283
4.010,-3.8873
4.015,-3.8359
4.020,-3.7948
4.025,-3.7538
4.030,-3.7024
4.035,-3.6613
4.040,-3.6100
4.045,-3.5586
4.050,-3.5073
4.055,-3.4559
4.060,-3.4046
4.065,-3.3532
4.070,-3.3019
4.075,-3.2505
4.080,-3.2094
4.085,-3.1581
4.090,-3.1067
4.095,-3.0554
4.100,-2.9937
4.105,-2.9424
4.110,-2.8910
4.115,-2.8397
4.120,-2.7883
4.125,-2.7267
4.130,-2.6754
4.135,-2.6137
4.140,-2.5521
4.145,-2.4905
4.150,-2.4392
4.155,-2.3775
4.160,-2.3262
4.165,-2.2748
4.170,-2.2132
4.175,-2.1516
4.180,-2.0900
4.185,-2.0386
4.190,-1.9667
4.195,-1.9051
4.200,-1.8537
4.205,-1.7921
4.210,-1.7305
4.215,-1.6586
4.220,-1.5970
4.225,-1.5354
4.230,-1.4737
4.235,-1.4121
4.240,-1.3608
4.245,-1.2991
4.250,-1.2375
4.255,-1.1862
4.260,-1.1246
4.265,-1.0629
4.270,-1.0013
4.275,-0.9397
4.280,-0.8781
4.285,-0.8164
4.290,-0.7445
4.295,-0.6829
4.300,-0.6213
4.305,-0.5494
4.310,-0.4878
4.315,-0.4262
4.320,-0.3645
4.325,-0.3029
4.330,-0.2413
4.335,-0.1797
4.340,-0.1078
4.345,-0.0462
4.350,0.0155
4.355,0.0873
4.360,0.1490
4.365,0.2003
4.370,0.2619
4.375,0.3236
4.380,0.3852
4.385,0.4365
4.390,0.4982
4.395,0.5598
4.400,0.6214
4.405,0.6728
4.410,0.7344
4.415,0.7960
4.420,0.8576
4.425,0.9192
4.430,0.9809
4.435,1.0322
4.440,1.0938
4.445,1.1555
4.450,1.2171
4.455,1.2787
4.460,1.3301
4.465,1.3917
4.470,1.4533
4.475,1.5047
4.480,1.5560
4.485,1.6074
4.490,1.6587
4.495,1.7203
4.500,1.7819
4.505,1.8333
4.510,1.8847
4.515,1.9463
4.520,1.9976
4.525,2.0490
4.530,2.1003
4.535,2.1517
4.540,2.2030
4.545,2.2544
4.550,2.3057
4.555,2.3571
4.560,2.4084
4.565,2.4495
4.570,2.4906
4.575,2.5420
4.580,2.5933
4.585,2.6344
4.590,2.6857
4.595,2.7268
4.600,2.7782
4.605,2.8193
4.610,2.8706
4.615,2.9117
4.620,2.9630
4.625,3.0041
4.630,3.0452
4.635,3.0760
4.640,3.1171
4.645,3.1582
4.650,3.1890
4.655,3.2301
4.660,3.2711
4.665,3.3020
4.670,3.3430
4.675,3.3841
4.680,3.4149
4.685,3.4457
4.690,3.4766
4.695,3.5176
4.700,3.5484
4.705,3.5793
4.710,3.6101
4.715,3.6409
4.720,3.6820
4.725,3.7025
4.730,3.7230
4.735,3.7538
4.740,3.7847
4.745,3.8155
4.750,3.8360
4.755,3.8668
4.760,3.8874
4.765,3.9079
4.770,3.9387
4.775,3.9593
4.780,3.9901
4.785,4.0106
4.790,4.0311
4.795,4.0517
4.800,4.0825
4.805,4.0928
4.810,4.1133
4.815,4.1339
4.820,4.1544
4.825,4.1749
4.830,4.1852
4.835,4.2057
4.840,4.2160
4.845,4.2263
4.850,4.2366
4.855,4.2571
4.860,4.2674
4.865,4.2776
4.870,4.2982
4.875,4.3084
4.880,4.3187
4.885,4.3187
4.890,4.3187
4.895,4.3290
4.900,4.3393
4.905,4.3495
4.910,4.3495
4.915,4.3598
4.920,4.3701
4.925,4.3598
4.930,4.3598
4.935,4.3598
4.940,4.3701
4.945,4.3701
4.950,4.3701
4.955,4.3701
4.960,4.3701
4.965,4.3701
4.970,4.3598
4.975,4.3495
4.980,4.3495
4.985,4.3393
4.990,4.3393
4.995,4.3290
